Timestamp,NORAD_ID,SGP4_X_km,SGP4_Y_km,SGP4_Z_km,True_X_km,True_Y_km,True_Z_km,Error_X_km,Error_Y_km,Error_Z_km,Solar_Flux_F10.7,Atmospheric_Drag_Factor
2025-03-03T07:07:00,42856,-4418.909,-6280.726,6174.89,-4421.717,-6285.326,6172.412,-2.809,-4.6,-2.478,74.3,0.000831
2025-01-25T06:40:00,28349,3702.208,1488.447,4070.372,3702.342,1493.54,4076.946,0.133,5.093,6.574,119.7,0.003087
2025-03-23T14:04:00,28070,-3294.954,-5863.375,-3641.888,-3305.808,-5857.506,-3638.103,-10.854,5.869,3.784,72.6,0.001512
2025-03-20T23:52:00,26423,-3732.067,-3296.235,4077.468,-3744.528,-3307.225,4074.166,-12.462,-10.99,-3.302,81.4,0.000392
2025-03-20T08:01:00,28039,5896.695,-851.852,-438.228,5896.366,-854.473,-436.932,-0.33,-2.622,1.296,117.8,0.004458
2025-03-06T18:27:00,29572,-3795.058,2440.177,5047.236,-3791.696,2444.787,5034.509,3.362,4.61,-12.727,111.5,0.002267
2025-04-27T17:02:00,36270,4399.429,6566.773,-419.854,4394.051,6560.332,-419.148,-5.378,-6.442,0.706,109.6,0.003347
2025-04-21T14:48:00,38848,-5767.163,-3466.416,-5377.098,-5760.551,-3484.302,-5380.436,6.611,-17.886,-3.338,111.5,0.003151
2025-01-18T13:05:00,33024,-4150.185,689.075,5987.419,-4155.248,695.833,5986.75,-5.063,6.758,-0.669,89.1,0.000876
2025-02-13T06:58:00,32164,6891.6,5781.018,-539.729,6898.562,5790.84,-538.364,6.962,9.822,1.365,148.4,0.001294
2025-03-27T18:37:00,28169,115.372,5310.568,5096.377,111.57,5318.803,5091.486,-3.803,8.236,-4.891,135.6,0.001486
2025-04-02T10:47:00,33667,-145.035,-4919.664,540.128,-147.905,-4915.141,541.879,-2.87,4.523,1.751,115.7,0.001244
2025-01-28T14:06:00,36149,2873.19,4359.725,-1594.897,2878.719,4365.696,-1614.999,5.529,5.971,-20.101,110.2,0.002992
2025-04-11T20:45:00,32055,5746.183,-6785.134,-4981.824,5748.499,-6790.226,-4984.123,2.316,-5.093,-2.299,76.4,0.00171
2025-01-15T05:44:00,27582,-168.735,574.224,1644.432,-166.024,568.215,1634.107,2.712,-6.009,-10.325,148.3,0.003826
2025-02-16T18:09:00,43390,5647.937,-6356.126,4146.009,5640.962,-6350.96,4132.611,-6.975,5.166,-13.398,76.3,0.004367
2025-03-21T13:44:00,32164,-543.901,-3444.317,-3425.426,-555.32,-3437.855,-3441.029,-11.419,6.463,-15.603,105.3,0.001793
2025-01-19T21:49:00,41559,-604.299,-2770.297,6991.23,-604.761,-2774.445,6981.378,-0.462,-4.148,-9.852,136.4,0.002039
2025-03-22T23:49:00,37403,6630.439,5748.637,3432.41,6643.196,5751.406,3432.289,12.757,2.769,-0.121,87.5,0.001032
2025-02-05T17:56:00,33667,2531.971,-5085.091,-5639.705,2535.602,-5093.575,-5634.904,3.631,-8.484,4.801,96.1,0.002136
2025-01-05T07:55:00,32223,431.933,5788.818,4626.617,430.037,5796.315,4625.448,-1.896,7.497,-1.169,97.1,0.000664
2025-03-04T21:14:00,26423,3139.034,6719.191,6541.776,3145.29,6706.92,6539.179,6.256,-12.271,-2.597,123.8,0.002964
2025-02-02T01:19:00,36149,-6649.655,5379.288,859.703,-6644.265,5384.793,868.031,5.39,5.505,8.328,94.2,0.002101
2025-04-20T13:17:00,34105,-5374.313,-3712.8,525.652,-5370.807,-3706.555,522.837,3.506,6.244,-2.816,140.8,0.003309
2025-03-07T03:54:00,34012,2663.929,-3958.224,-774.258,2658.045,-3969.498,-757.142,-5.884,-11.273,17.116,121.6,0.000397
2025-02-11T04:50:00,38848,-5716.572,-4030.519,1952.901,-5717.651,-4022.988,1958.958,-1.079,7.53,6.057,114.3,0.002973
2025-02-19T10:01:00,28169,-6960.302,5017.686,-4974.368,-6969.52,5020.25,-4978.859,-9.218,2.564,-4.491,71.2,0.003971
2025-03-15T20:01:00,26041,-3284.855,-5225.38,-1106.552,-3284.313,-5226.401,-1115.569,0.542,-1.021,-9.017,119.2,0.003663
2025-03-13T19:33:00,33024,6980.215,4862.18,-1032.169,6970.898,4867.301,-1040.279,-9.317,5.121,-8.11,81.9,0.000718
2025-04-13T13:46:00,25869,-647.984,1475.975,-5611.502,-648.49,1470.937,-5612.911,-0.506,-5.038,-1.409,88.3,0.001761
2025-03-26T04:35:00,28358,-2624.323,-2624.67,-3431.543,-2620.487,-2633.403,-3443.406,3.836,-8.733,-11.863,104.6,0.003748
2025-02-05T21:30:00,33024,1210.511,862.21,-2384.956,1216.516,869.459,-2372.063,6.005,7.249,12.894,118.0,0.001823
2025-01-20T21:53:00,32164,4861.848,-2098.404,787.717,4849.797,-2100.178,792.215,-12.051,-1.773,4.498,131.4,0.003146
2025-02-13T13:29:00,40054,-3255.732,-4474.175,2837.783,-3265.284,-4464.01,2827.426,-9.553,10.165,-10.357,120.7,0.00025
2025-04-22T13:31:00,42856,-4796.27,-2637.077,-2458.64,-4791.256,-2651.115,-2460.46,5.014,-14.038,-1.821,74.0,0.0005
2025-01-07T09:13:00,28169,-811.381,-3175.664,3569.204,-810.847,-3169.333,3554.541,0.534,6.332,-14.663,101.6,0.003037
2025-03-03T12:55:00,43089,-5078.713,-3422.727,-2406.287,-5085.967,-3424.702,-2406.136,-7.254,-1.975,0.151,110.0,0.004183
2025-04-27T22:58:00,37403,-6407.768,-6737.618,5896.274,-6402.354,-6739.256,5886.458,5.415,-1.637,-9.816,96.0,0.004026
2025-01-17T16:12:00,32223,-5766.182,4822.781,-3593.569,-5763.537,4814.783,-3596.89,2.645,-7.998,-3.321,96.6,0.000924
2025-04-15T18:48:00,43089,-2108.746,3183.307,4465.28,-2112.944,3175.095,4461.008,-4.198,-8.212,-4.272,84.2,0.003887
2025-03-26T08:37:00,37449,-715.326,5938.16,902.885,-718.231,5933.108,890.256,-2.904,-5.051,-12.629,75.5,0.002267
2025-01-15T18:41:00,33024,-2072.809,-5961.331,-535.605,-2071.553,-5957.893,-531.947,1.256,3.437,3.659,100.8,0.002944
2025-02-23T14:28:00,25976,-2498.625,-341.194,-4887.945,-2505.944,-335.175,-4878.032,-7.318,6.019,9.913,110.4,0.000946
2025-03-09T23:54:00,32055,318.472,-4777.553,-1780.072,314.834,-4770.97,-1785.256,-3.638,6.583,-5.184,77.6,0.003424
2025-01-10T17:24:00,33667,6501.74,1437.811,-4894.773,6488.044,1429.016,-4901.823,-13.696,-8.795,-7.049,123.0,0.000732
2025-02-11T15:12:00,44782,4083.267,4384.587,2381.63,4090.134,4377.804,2376.23,6.866,-6.783,-5.4,99.0,0.000983
2025-02-20T12:09:00,32164,6999.673,-4830.768,-2858.911,7000.116,-4833.171,-2858.787,0.443,-2.404,0.124,123.0,0.004394
2025-02-18T07:19:00,38825,-4468.156,2699.839,1746.367,-4468.915,2693.079,1745.626,-0.758,-6.76,-0.741,130.2,0.003941
2025-02-26T19:08:00,36149,5655.641,-4283.774,2496.296,5643.793,-4287.299,2499.465,-11.848,-3.525,3.17,103.5,0.000894
2025-01-08T14:56:00,41559,-6269.483,-271.731,-1803.031,-6262.008,-280.899,-1801.287,7.475,-9.168,1.744,111.1,0.004172
2025-03-26T04:08:00,38746,6026.607,-1191.443,-1449.644,6026.077,-1197.408,-1451.193,-0.53,-5.965,-1.548,77.9,0.003602
2025-04-04T09:15:00,34012,-2983.688,4616.662,2745.008,-2979.482,4614.733,2753.745,4.207,-1.93,8.737,113.9,0.003663
2025-02-10T13:00:00,43390,-5294.123,-3661.847,1945.324,-5290.322,-3653.063,1949.561,3.801,8.784,4.236,120.6,0.002918
2025-01-21T12:23:00,36763,-2060.575,989.292,-4377.605,-2065.798,991.245,-4385.934,-5.223,1.953,-8.329,71.6,0.004379
2025-03-27T20:11:00,41559,3462.432,-2000.686,-6054.166,3455.888,-2000.664,-6052.011,-6.544,0.021,2.155,80.7,0.001826
2025-03-17T12:52:00,43089,2585.556,6731.469,-300.564,2590.124,6741.018,-292.641,4.568,9.549,7.923,140.9,0.001646
2025-04-24T14:57:00,36029,-372.403,-6487.309,2056.607,-375.053,-6483.804,2051.786,-2.65,3.505,-4.821,133.9,0.002241
2025-01-03T10:42:00,39719,-2253.487,-4384.559,2688.959,-2263.225,-4384.624,2692.16,-9.738,-0.065,3.201,84.4,0.001539
2025-01-03T21:40:00,25869,-2709.058,1436.703,-1034.375,-2703.598,1441.747,-1035.552,5.46,5.044,-1.177,149.9,0.001445
2025-01-20T04:43:00,44309,-1913.644,4215.344,2511.749,-1909.269,4219.033,2518.026,4.375,3.69,6.277,99.3,0.001976
2025-04-17T12:58:00,30231,6283.529,-1791.813,3683.183,6285.117,-1794.371,3678.249,1.587,-2.559,-4.933,79.1,0.003705
2025-01-26T21:54:00,28349,-5351.346,3849.503,2856.529,-5346.724,3864.19,2850.546,4.622,14.687,-5.984,83.8,0.003596
2025-02-04T06:50:00,31515,2349.757,2933.567,699.96,2348.972,2936.016,705.948,-0.785,2.449,5.988,83.9,0.001871
2025-04-25T13:52:00,27848,-3685.693,-83.693,-1947.449,-3683.009,-92.079,-1947.701,2.685,-8.386,-0.252,127.4,0.002445
2025-02-14T16:58:00,28039,-5967.49,6613.316,1992.74,-5969.516,6617.41,1993.065,-2.026,4.094,0.325,121.2,0.000992
2025-03-05T20:19:00,33024,4639.471,253.43,-2742.256,4641.216,270.53,-2753.053,1.745,17.1,-10.797,85.7,0.004786
2025-01-03T01:41:00,36763,468.692,36.024,-4639.097,475.274,43.706,-4631.372,6.582,7.682,7.725,137.4,0.002862
2025-03-15T02:44:00,43089,1074.797,2115.82,3737.426,1068.586,2121.426,3734.063,-6.211,5.606,-3.363,134.4,0.003456
2025-03-17T17:06:00,33024,-4786.874,-1181.296,-497.81,-4777.291,-1178.028,-482.197,9.583,3.268,15.613,97.6,0.002054
2025-03-07T05:31:00,31515,-3615.67,-5284.693,-705.656,-3607.524,-5277.619,-710.382,8.146,7.074,-4.726,135.1,0.004675
2025-04-10T17:00:00,30094,-464.588,5307.059,-36.816,-464.839,5298.581,-32.047,-0.251,-8.478,4.769,73.9,0.001479
2025-03-27T19:43:00,28358,-967.011,5354.38,3185.113,-968.187,5350.75,3180.452,-1.176,-3.63,-4.661,110.3,0.003846
2025-01-02T04:45:00,36763,-5336.646,6651.159,-1485.348,-5325.96,6648.961,-1480.144,10.685,-2.199,5.204,110.7,0.00255
2025-04-23T18:19:00,42856,4255.522,270.658,-4914.831,4264.572,266.047,-4914.764,9.05,-4.611,0.067,117.5,0.002586
2025-02-24T01:37:00,36149,4420.484,-1842.991,2433.289,4432.475,-1847.105,2431.817,11.991,-4.114,-1.472,72.1,0.002425
2025-02-14T16:49:00,36149,-4612.831,1806.353,1676.301,-4608.407,1796.482,1670.89,4.424,-9.871,-5.411,95.1,0.000842
2025-02-15T17:21:00,36763,5887.293,5219.448,3301.722,5879.518,5218.853,3306.917,-7.775,-0.595,5.196,112.0,0.001637
2025-03-23T06:44:00,36029,-2039.982,3807.857,3092.944,-2042.997,3796.909,3088.681,-3.015,-10.948,-4.262,147.8,0.001558
2025-03-25T04:18:00,42571,-153.957,-282.752,846.826,-140.617,-282.306,843.463,13.34,0.446,-3.363,141.7,0.002033
2025-02-08T01:42:00,34012,-2973.175,2997.978,-2150.911,-2977.11,2994.574,-2159.058,-3.934,-3.404,-8.148,81.0,0.003117
2025-04-16T20:12:00,32055,-3840.597,-3740.288,-5597.229,-3846.103,-3753.536,-5588.492,-5.506,-13.247,8.737,148.2,0.000874
2025-02-02T12:50:00,27582,6494.797,-2503.652,2042.571,6497.795,-2504.273,2047.208,2.999,-0.621,4.637,84.0,0.004423
2025-04-05T16:29:00,34105,-4391.637,3486.045,5212.07,-4406.585,3491.783,5219.907,-14.947,5.738,7.837,96.8,0.002326
2025-04-27T13:32:00,44726,-4300.64,-5422.945,-4725.08,-4309.39,-5418.175,-4719.323,-8.749,4.77,5.757,84.0,0.004295
2025-03-19T23:36:00,31515,-5785.671,2369.582,-4413.063,-5797.686,2364.07,-4413.916,-12.015,-5.512,-0.853,130.3,0.004775
2025-03-12T19:14:00,28648,-3338.256,-1966.271,-3691.764,-3346.464,-1968.159,-3678.185,-8.208,-1.888,13.579,125.2,0.00323
2025-02-22T19:55:00,32164,6403.048,-305.453,-630.299,6406.01,-304.302,-620.633,2.963,1.151,9.666,134.2,0.004145
2025-02-23T18:31:00,29572,357.093,394.424,-1935.012,364.471,399.658,-1938.543,7.377,5.234,-3.531,138.4,0.002265
2025-03-27T00:47:00,29572,5584.451,-763.242,-6221.099,5584.486,-767.855,-6215.07,0.035,-4.613,6.029,94.7,0.000207
2025-04-12T12:28:00,28070,1096.358,-6365.943,-2176.596,1118.068,-6366.588,-2176.893,21.711,-0.646,-0.297,131.5,0.003853
2025-02-27T00:48:00,39719,-1740.963,2558.225,2265.096,-1740.847,2550.447,2261.893,0.116,-7.778,-3.203,112.3,0.003667
2025-04-20T00:15:00,25819,6698.87,-517.945,3067.316,6690.206,-516.335,3075.133,-8.664,1.611,7.818,131.2,0.000258
2025-01-05T16:18:00,28070,-6057.927,1315.218,-749.825,-6052.501,1310.528,-753.497,5.426,-4.69,-3.672,113.2,0.003796
2025-02-21T21:27:00,32164,4421.008,3241.245,-2535.348,4412.037,3233.761,-2535.246,-8.971,-7.484,0.103,94.0,0.000399
2025-04-08T07:19:00,28349,-61.309,6612.063,6182.21,-52.812,6611.702,6172.327,8.497,-0.362,-9.883,100.1,0.003797
2025-02-02T08:24:00,42571,-4979.076,-517.648,-6193.265,-4983.024,-516.726,-6200.14,-3.948,0.922,-6.875,106.0,0.001918
2025-01-07T06:47:00,26423,1469.572,-6446.334,-5981.019,1478.921,-6457.221,-5989.578,9.349,-10.886,-8.559,142.6,0.001586
2025-03-17T15:29:00,42870,3456.309,3560.63,5802.178,3452.042,3549.111,5799.864,-4.267,-11.519,-2.314,121.9,0.001611
2025-04-10T04:12:00,28358,4239.433,3113.79,3662.806,4240.229,3107.779,3672.776,0.797,-6.011,9.971,129.3,0.000179
2025-03-06T04:46:00,42856,-3779.739,977.053,-3559.78,-3793.722,977.517,-3563.944,-13.983,0.464,-4.164,106.9,0.003691
2025-04-05T20:14:00,36029,-163.572,5836.591,589.916,-160.73,5843.362,597.512,2.842,6.771,7.596,123.5,0.003845
2025-03-18T09:01:00,32314,2900.374,-6872.02,80.261,2898.194,-6865.196,66.615,-2.18,6.823,-13.646,114.1,0.000158
2025-03-26T12:05:00,30094,4384.201,2436.461,4286.348,4391.367,2432.604,4282.82,7.166,-3.857,-3.527,112.1,0.004095
2025-04-02T20:00:00,32223,6430.169,-574.032,-3595.089,6434.044,-584.735,-3595.348,3.875,-10.703,-0.259,102.4,0.001948
2025-04-09T01:59:00,40054,-4600.63,-1.982,-925.265,-4596.459,-17.501,-928.786,4.171,-15.519,-3.521,73.4,0.001136
2025-03-06T18:15:00,32314,2582.002,-3074.778,602.43,2585.893,-3085.161,608.303,3.891,-10.384,5.873,135.7,0.004651
2025-01-04T13:14:00,28039,4685.108,-1551.807,5551.361,4685.105,-1543.895,5552.203,-0.003,7.912,0.843,110.1,0.004874
2025-04-03T19:18:00,32314,-2231.702,3766.079,6368.018,-2246.093,3767.661,6371.512,-14.391,1.582,3.494,145.3,0.002216
2025-03-25T08:06:00,32623,2983.519,-5851.468,-4840.907,2986.636,-5859.868,-4853.317,3.116,-8.4,-12.411,70.4,0.001611
2025-01-24T17:57:00,27848,-5777.839,-966.287,797.79,-5786.733,-965.602,796.425,-8.894,0.685,-1.365,71.0,0.002128
2025-01-12T08:15:00,32623,1007.446,-4625.839,-1669.752,996.657,-4634.667,-1665.266,-10.789,-8.828,4.485,103.7,0.002473
2025-02-10T10:38:00,29090,1750.472,1313.29,-4262.325,1760.988,1313.259,-4271.626,10.516,-0.031,-9.301,96.8,0.004096
2025-04-12T03:59:00,40054,-4188.079,-2601.434,6504.045,-4186.767,-2603.562,6512.704,1.312,-2.128,8.659,89.4,0.001943
2025-04-22T15:08:00,28039,-4202.799,6961.709,-4481.019,-4199.035,6967.636,-4473.476,3.764,5.927,7.543,75.5,0.004254
2025-04-18T01:50:00,36270,-2760.343,-3462.456,-4841.995,-2752.92,-3464.798,-4836.867,7.423,-2.342,5.128,112.7,0.004625
2025-03-26T13:06:00,32223,2822.88,4372.158,1313.479,2820.918,4373.56,1317.946,-1.962,1.402,4.467,121.6,0.003269
2025-02-12T00:30:00,28648,-5619.508,-3891.985,3455.942,-5612.623,-3895.348,3452.085,6.885,-3.363,-3.857,124.4,0.003483
2025-04-11T02:19:00,28358,-2863.949,5887.666,-5798.033,-2862.418,5878.095,-5799.164,1.531,-9.57,-1.131,77.8,0.003638
2025-04-15T07:51:00,34012,4342.603,-5388.806,4888.52,4339.043,-5382.388,4881.735,-3.56,6.418,-6.785,84.0,0.000885
2025-01-19T03:51:00,44309,1816.644,-4390.583,2202.311,1816.295,-4386.402,2197.321,-0.349,4.181,-4.99,92.3,0.003548
2025-03-12T14:39:00,36029,-4382.562,-2436.211,-594.294,-4386.162,-2430.004,-597.396,-3.6,6.207,-3.102,118.9,0.002976
2025-02-19T12:27:00,26041,4392.336,2883.837,-2835.772,4384.896,2876.336,-2833.761,-7.44,-7.501,2.011,110.9,0.002149
2025-03-01T15:08:00,26041,-186.617,523.31,5868.254,-176.737,521.333,5865.924,9.88,-1.977,-2.33,137.4,0.003135
2025-03-08T17:18:00,25976,4413.023,6493.607,76.132,4404.08,6499.286,66.554,-8.943,5.678,-9.578,130.9,0.001531
2025-01-25T23:28:00,38825,3930.363,919.106,3815.667,3930.435,908.887,3815.914,0.072,-10.219,0.247,149.3,0.002756
2025-02-07T23:37:00,36029,-3940.413,-1047.834,3303.842,-3936.561,-1058.42,3296.433,3.851,-10.585,-7.409,139.2,0.000675
2025-02-11T22:18:00,40054,-2091.168,2950.555,1858.789,-2086.59,2948.048,1854.349,4.578,-2.508,-4.44,98.1,0.001477
2025-02-08T04:45:00,25869,1018.298,6333.563,201.81,1019.906,6332.171,196.762,1.608,-1.392,-5.048,122.5,0.003537
2025-01-13T16:47:00,31515,4598.745,3660.63,2467.284,4599.498,3655.761,2464.666,0.753,-4.869,-2.617,120.7,0.004413
2025-04-07T13:52:00,44726,2725.851,5282.443,-634.261,2725.168,5288.493,-620.949,-0.683,6.05,13.312,125.8,0.004266
2025-04-01T03:59:00,28070,-73.991,-2479.888,-3029.697,-65.842,-2468.606,-3016.235,8.148,11.282,13.462,131.0,0.000325
2025-03-22T20:10:00,38825,-821.997,-6990.537,6412.445,-825.632,-6980.84,6415.117,-3.635,9.697,2.672,122.4,0.001327
2025-04-01T00:44:00,33024,-1451.218,-2722.871,2792.179,-1445.704,-2735.217,2785.345,5.514,-12.346,-6.835,80.6,0.001208
2025-02-21T21:09:00,42856,4439.526,6834.169,-1087.605,4438.948,6839.276,-1078.041,-0.578,5.107,9.564,81.0,0.00389
2025-01-04T04:48:00,32314,427.116,-6881.354,2100.283,428.759,-6888.144,2091.943,1.643,-6.79,-8.34,124.9,0.004314
2025-03-07T16:38:00,42870,1254.035,-1623.553,6485.482,1249.384,-1627.683,6480.812,-4.651,-4.13,-4.67,132.3,0.003483
2025-01-12T10:08:00,30094,-4358.949,-1515.486,2046.377,-4356.636,-1516.307,2038.675,2.312,-0.821,-7.702,121.0,0.000448
2025-04-17T09:40:00,39719,5051.396,957.325,-1884.226,5055.199,953.912,-1886.171,3.803,-3.413,-1.946,73.2,0.000396
2025-02-18T10:25:00,42571,14.686,-1183.952,2825.349,8.2,-1194.249,2820.732,-6.485,-10.297,-4.617,110.9,0.001096
2025-03-22T23:42:00,37449,1880.119,4683.371,2534.78,1890.885,4692.04,2535.716,10.765,8.669,0.936,106.3,0.003083
2025-03-24T03:49:00,37403,-4540.957,-6822.69,-5079.035,-4548.02,-6827.027,-5073.771,-7.063,-4.337,5.264,90.7,0.001922
2025-01-19T21:46:00,25819,-2309.846,-989.456,333.959,-2308.909,-975.978,338.024,0.936,13.478,4.065,83.4,0.000871
2025-04-08T10:15:00,42870,-3802.338,123.548,-6383.469,-3796.646,121.869,-6383.422,5.693,-1.679,0.047,144.5,0.004302
2025-03-25T09:20:00,34115,5821.967,-2520.908,4563.958,5822.469,-2529.161,4557.703,0.502,-8.253,-6.255,102.1,0.004397
2025-02-24T17:48:00,29572,743.28,-6888.432,-4190.604,750.237,-6891.328,-4182.552,6.957,-2.897,8.052,109.5,0.003886
2025-02-17T07:26:00,32623,-4892.071,6053.565,-6665.256,-4895.842,6043.885,-6671.53,-3.772,-9.681,-6.274,129.0,0.001607
2025-01-19T03:32:00,34105,6456.591,6615.829,-5006.771,6460.327,6624.848,-5007.174,3.736,9.019,-0.403,141.6,0.002346
2025-04-09T07:04:00,27848,1921.02,-1479.082,1286.541,1921.923,-1479.604,1291.588,0.903,-0.523,5.047,136.6,0.001699
2025-04-09T03:05:00,25976,-5094.434,3782.053,-5474.38,-5109.937,3771.859,-5475.295,-15.503,-10.193,-0.915,131.6,0.002314
2025-02-01T12:54:00,38825,4306.357,-2740.99,2865.867,4309.29,-2748.72,2861.031,2.933,-7.73,-4.836,73.9,0.001564
2025-04-12T21:40:00,30231,783.353,701.692,-5673.846,764.23,695.371,-5671.799,-19.123,-6.322,2.047,87.8,0.001071
2025-04-02T05:59:00,44782,-5823.448,1205.663,5844.0,-5813.026,1215.771,5850.356,10.422,10.109,6.356,134.7,0.0007
