Timestamp,NORAD_ID,Position_X_km,Position_Y_km,Position_Z_km,Velocity_X_kms,Velocity_Y_kms,Velocity_Z_kms,Mean_Motion_revs_day,Eccentricity,Inclination_deg,Propagation_Status
2025-02-06T05:26:00,37346,-3056.938,-126.325,6964.069,-7.0904,-4.39065,-4.95943,14.8673,0.040848,45.61,0 (SUCCESS)
2025-02-02T18:01:00,29152,-4471.663,-2132.742,-3371.301,3.21818,-6.26683,4.28526,14.8169,0.045675,25.81,0 (SUCCESS)
2025-04-03T16:37:00,40231,-3663.4,6388.605,6720.5,-3.53118,0.76988,-6.76694,14.8551,0.021272,40.28,0 (SUCCESS)
2025-01-01T06:19:00,38114,-3443.467,-6873.477,3211.439,-1.54714,7.29525,5.86433,15.8236,0.030868,42.37,0 (SUCCESS)
2025-01-25T10:59:00,30207,-4950.601,1446.293,-4038.115,-7.49183,-5.71025,4.20871,14.9182,0.029302,95.55,0 (SUCCESS)
2025-03-01T18:38:00,31019,1264.948,5921.524,2329.26,-6.90784,-3.04193,-7.09227,15.9483,0.010364,13.27,0 (SUCCESS)
2025-04-09T08:38:00,37346,1195.06,5390.719,3323.677,1.26736,-6.89438,-5.99999,15.1182,0.025248,40.35,0 (SUCCESS)
2025-01-03T18:21:00,38796,-1263.26,-3148.648,-4725.715,-5.06131,2.70696,1.94914,14.09,0.015425,38.27,0 (SUCCESS)
2025-02-17T18:43:00,43217,6427.288,-5223.17,-5173.992,-3.45043,-3.15262,5.09705,15.3458,0.028111,42.01,0 (SUCCESS)
2025-02-10T08:51:00,27187,7455.677,-2191.344,5466.341,-6.75568,-7.03495,-3.75529,15.9604,0.044174,72.79,0 (SUCCESS)
2025-03-16T11:17:00,33549,5753.987,7216.64,336.299,-1.94953,-5.15714,4.68134,15.8242,0.032848,27.18,0 (SUCCESS)
2025-01-22T14:51:00,41687,3365.564,-1599.066,2799.806,0.85439,-0.46763,5.57629,15.9995,0.019634,79.42,0 (SUCCESS)
2025-02-27T10:35:00,32934,5524.849,6591.137,1771.866,4.13215,-2.22747,6.83442,14.1873,0.014377,46.08,0 (SUCCESS)
2025-03-13T10:54:00,38114,-409.66,4866.127,4416.065,-2.89476,2.84559,5.84983,14.4816,0.046162,54.42,0 (SUCCESS)
2025-01-22T10:00:00,25021,2827.396,-6561.097,-6607.101,-6.12785,2.15249,6.40069,15.3427,0.01947,83.83,0 (SUCCESS)
2025-04-03T06:11:00,42818,-1863.932,-7201.5,-4656.767,-4.12196,0.8726,2.03026,15.3318,0.019468,49.17,0 (SUCCESS)
2025-04-04T07:32:00,40231,3725.993,-146.803,3043.427,-0.58937,3.98797,0.1442,14.7044,0.005694,23.15,0 (SUCCESS)
2025-01-06T14:20:00,43217,-6646.06,6884.674,325.188,6.90452,6.5695,-1.96797,15.2682,0.026089,90.7,0 (SUCCESS)
2025-04-15T11:32:00,43217,1109.465,-2828.137,3871.463,1.30899,3.11931,2.74149,14.2854,0.007903,43.26,0 (SUCCESS)
2025-02-16T04:26:00,35414,5123.064,-809.671,3487.855,6.91427,-4.58514,5.34584,15.8328,0.021766,56.41,0 (SUCCESS)
2025-04-06T01:25:00,25021,-6017.757,5614.712,-993.45,-1.54544,4.21051,-3.79116,14.0532,0.012134,94.85,0 (SUCCESS)
2025-04-12T01:43:00,30910,-1702.249,-6529.913,-4931.289,-5.37022,-5.18448,-1.3736,15.425,0.020673,90.65,0 (SUCCESS)
2025-04-14T18:49:00,25021,-7153.995,259.82,5421.505,-6.71703,0.66028,-1.55686,15.9252,0.003961,84.18,0 (SUCCESS)
2025-04-12T08:25:00,43217,3429.383,1134.489,-5886.856,-5.29601,2.20544,-1.89208,15.8907,0.049455,75.69,0 (SUCCESS)
2025-04-02T18:20:00,32934,1388.446,2562.979,-441.587,-6.67464,3.21168,4.20379,15.9366,0.044015,27.77,0 (SUCCESS)
2025-03-03T12:38:00,42818,6225.249,-3589.504,5620.345,-5.36273,0.95392,5.2417,14.5081,0.01648,91.94,0 (SUCCESS)
2025-01-03T00:08:00,35414,-1341.141,-3944.604,5296.673,0.17831,-0.79047,1.01379,15.4318,0.026673,17.0,0 (SUCCESS)
2025-02-14T18:32:00,30910,-840.789,-6196.315,-930.66,5.1553,2.9734,-0.70023,14.5073,0.009498,55.81,0 (SUCCESS)
2025-02-09T23:16:00,34840,5615.044,7402.745,2757.683,-3.12324,3.14293,4.48696,15.4264,0.044283,63.72,0 (SUCCESS)
2025-01-11T20:43:00,41687,4224.219,1721.119,-1428.385,6.09508,-1.79056,-0.61729,14.9945,0.022878,45.98,0 (SUCCESS)
2025-01-09T14:21:00,31019,-3483.996,4743.24,6274.847,-5.6358,4.46136,-3.25103,14.7264,0.039541,45.09,0 (SUCCESS)
2025-04-25T13:00:00,25021,3676.358,-874.307,6413.955,0.83629,-3.64001,1.52844,15.9868,0.021446,76.33,0 (SUCCESS)
2025-02-05T20:02:00,30910,-4118.367,1135.538,7120.487,2.97254,-2.02374,2.27265,14.5677,0.007382,0.44,0 (SUCCESS)
2025-02-17T11:18:00,41687,4939.586,4307.943,1461.498,3.74887,-5.33678,-5.06275,14.797,0.018882,87.81,0 (SUCCESS)
2025-01-01T06:22:00,38114,1977.708,1148.24,-4273.771,1.92117,5.55736,1.57737,15.0115,0.00302,89.34,0 (SUCCESS)
2025-04-20T13:11:00,35414,4717.489,-6590.968,4292.241,-5.74994,5.77316,4.12344,14.8322,0.042765,5.85,0 (SUCCESS)
2025-03-06T00:59:00,33549,3167.242,-3904.143,-1742.741,-0.43838,-4.94881,3.80421,15.1402,0.012319,52.58,0 (SUCCESS)
2025-04-20T09:28:00,25021,-3633.531,5122.623,4673.635,1.10753,-0.33989,0.63386,15.9067,0.046369,2.89,0 (SUCCESS)
2025-03-28T08:47:00,27187,7058.402,4991.835,-7084.901,5.50191,3.0667,-3.69323,14.2045,0.0482,38.03,0 (SUCCESS)
2025-04-25T02:59:00,33549,4290.607,-7001.373,-4246.614,4.18311,1.56573,7.00086,14.1643,0.046856,20.65,0 (SUCCESS)
2025-02-18T13:52:00,27573,7465.023,3375.936,-5798.478,-5.37017,-5.45956,-0.19459,15.0954,0.005353,2.81,0 (SUCCESS)
2025-04-27T11:33:00,43217,-1697.752,2447.78,5648.172,-3.18291,6.67573,6.13002,14.8509,0.026412,94.46,0 (SUCCESS)
2025-01-02T23:30:00,37346,3232.241,-2677.156,6595.892,-6.77946,-4.88007,-5.47707,15.4098,0.036951,45.14,0 (SUCCESS)
2025-04-20T21:04:00,29152,2813.644,-272.804,-6154.336,-2.70553,-5.61465,-4.52122,15.4334,0.001134,67.77,0 (SUCCESS)
2025-03-04T14:13:00,41687,-4834.236,-631.712,924.407,-3.65869,1.66798,-5.67347,14.2721,0.00581,63.07,0 (SUCCESS)
2025-01-22T07:00:00,38796,3539.678,4902.088,-3987.242,2.14195,6.92805,7.4402,14.4652,0.045872,17.58,0 (SUCCESS)
2025-01-12T23:26:00,27573,-6934.796,-5809.731,-7216.595,-3.83118,2.99496,-1.76032,14.2283,0.03623,22.18,0 (SUCCESS)
2025-03-15T23:19:00,31019,1806.678,3329.289,-1536.754,-6.98127,-0.96844,3.48319,15.5064,0.029647,40.14,0 (SUCCESS)
2025-01-08T13:52:00,30207,6046.164,116.958,1921.453,-2.96927,3.91874,3.40226,14.8776,0.00298,20.56,0 (SUCCESS)
2025-01-02T17:08:00,29152,3174.7,-1981.076,-1964.039,-2.80248,6.63872,6.86832,14.275,0.01752,71.0,0 (SUCCESS)
2025-03-13T23:35:00,35414,-4164.887,-1152.071,5039.553,-5.41135,-3.86453,3.3507,14.8051,0.025356,18.44,0 (SUCCESS)
2025-02-24T12:49:00,40231,2913.75,424.588,4006.549,6.66916,-3.72174,7.1896,14.6706,0.01205,9.38,0 (SUCCESS)
2025-04-14T05:19:00,38114,-7155.976,-2892.411,627.908,6.51721,3.0938,-1.55297,15.0938,0.030347,27.72,0 (SUCCESS)
2025-01-14T10:45:00,38796,927.628,4647.668,2318.33,5.24771,3.56459,3.64577,15.2332,0.029732,53.07,0 (SUCCESS)
2025-02-09T06:34:00,32934,-3231.012,-5584.459,167.988,4.51682,-2.68402,4.5727,14.1431,0.023228,57.38,0 (SUCCESS)
2025-02-01T00:06:00,30910,-6516.965,1967.179,-6838.532,5.34387,-1.54951,-2.75266,14.7359,0.044258,1.95,0 (SUCCESS)
2025-04-01T11:24:00,42818,1238.465,1474.033,1966.05,6.29491,6.41251,-5.79476,14.2314,0.011491,87.82,0 (SUCCESS)
2025-01-20T10:42:00,38796,729.141,951.766,-5661.622,7.19376,-6.77816,7.23232,14.964,0.02372,50.27,0 (SUCCESS)
2025-02-05T00:54:00,35872,-6245.448,1984.145,2475.665,-3.67024,5.59398,-7.33391,15.117,0.0436,65.84,0 (SUCCESS)
2025-04-16T06:40:00,27573,-1788.653,5249.612,-4030.071,6.8044,2.96955,6.66763,15.5366,0.04786,60.05,0 (SUCCESS)
2025-04-09T06:56:00,40231,4858.618,-5120.447,81.892,-0.47242,0.9053,-6.5391,14.48,0.044664,0.77,0 (SUCCESS)
2025-01-02T03:46:00,29152,-1746.098,-5973.281,1129.254,1.27657,0.20622,-6.5669,15.6849,0.047905,24.66,0 (SUCCESS)
2025-04-20T07:26:00,43217,4234.375,2943.156,3268.499,2.41017,-4.04041,-5.9144,14.8218,0.030675,37.95,0 (SUCCESS)
2025-01-02T17:41:00,27573,2454.324,-4293.259,-6903.916,-3.24057,5.61575,-5.0063,14.8518,0.021476,4.02,0 (SUCCESS)
2025-02-10T22:54:00,27573,-3781.01,-1981.064,2399.635,6.42019,6.8282,-7.41929,14.5484,0.029833,28.35,0 (SUCCESS)
2025-04-01T09:08:00,25021,-1303.505,3962.654,7309.615,3.71165,-7.42703,-5.66911,15.8685,0.046107,23.32,0 (SUCCESS)
2025-01-12T06:57:00,37346,2972.968,6749.067,-1448.975,-4.71381,-0.03838,7.00445,14.737,0.040291,90.72,0 (SUCCESS)
2025-03-15T08:35:00,38114,-5208.292,2077.517,4076.723,-7.32258,6.46187,0.77903,15.6796,0.033002,95.68,0 (SUCCESS)
2025-03-21T03:53:00,27573,-4534.419,2710.633,650.902,-5.02646,-2.71565,-4.55573,14.8311,0.036764,46.69,0 (SUCCESS)
2025-03-05T16:29:00,38796,6278.669,-5659.766,4972.148,0.85572,5.9169,-7.11773,14.4814,0.023072,2.44,0 (SUCCESS)
2025-04-09T15:58:00,27573,95.294,-3497.225,-3525.406,-1.72631,-1.79631,4.92807,15.6132,0.030199,33.28,0 (SUCCESS)
2025-04-22T12:07:00,32934,5234.51,7094.588,-2719.963,-0.54624,-5.72578,5.34205,14.1088,0.035105,59.8,0 (SUCCESS)
2025-04-25T21:18:00,33549,-7079.902,145.322,-4041.305,5.17348,-6.00304,-4.38092,15.0261,0.033184,20.23,0 (SUCCESS)
2025-04-10T03:44:00,38114,2882.814,4332.073,-6177.693,3.22274,-0.42702,-6.25514,14.811,0.040221,87.33,0 (SUCCESS)
2025-02-27T16:44:00,33549,380.758,2866.532,1625.952,6.26299,-2.8098,2.20643,14.1627,0.030433,57.1,0 (SUCCESS)
2025-01-20T09:15:00,38114,2452.137,-1508.857,5783.221,-1.73597,-1.30876,5.5784,14.9375,0.004446,17.59,0 (SUCCESS)
2025-03-23T22:38:00,29152,6689.673,-6011.48,-4648.656,-6.47539,7.1062,7.19218,14.9539,0.036008,89.65,0 (SUCCESS)
2025-03-02T06:02:00,32934,-4525.459,891.037,6943.268,2.29501,-0.08349,1.24107,15.7037,0.029315,50.35,0 (SUCCESS)
2025-02-20T21:22:00,35872,1878.877,5251.085,3369.753,6.44964,3.54177,0.29592,14.5347,0.035855,35.75,0 (SUCCESS)
2025-01-14T01:14:00,42818,6174.212,-1579.5,4750.528,-6.59192,-6.06862,-3.9207,15.7501,0.022995,63.41,0 (SUCCESS)
2025-01-02T16:40:00,41687,-4926.817,-3027.296,5551.738,-1.0304,5.89579,0.19407,15.3256,0.021485,12.72,0 (SUCCESS)
2025-04-24T11:29:00,32934,1703.243,950.539,5076.011,3.96893,-3.08809,3.11681,14.2383,0.031321,77.39,0 (SUCCESS)
2025-02-20T23:45:00,35872,6981.751,-6697.393,-5614.877,0.23495,1.53589,-2.01634,15.8062,0.031107,4.24,0 (SUCCESS)
2025-04-07T11:23:00,37346,7183.722,822.452,-2691.454,-1.49433,-4.79654,-0.10862,14.3847,0.000192,95.78,0 (SUCCESS)
2025-03-28T12:22:00,35414,-2863.968,309.818,6714.082,-4.0059,3.42946,-5.09672,15.4073,0.042474,47.91,0 (SUCCESS)
2025-02-20T20:56:00,31019,2841.784,-7078.768,-5436.326,5.46446,5.85593,1.29987,15.1762,0.001531,79.54,0 (SUCCESS)
2025-02-09T13:18:00,31019,938.657,5212.286,5245.907,3.40697,-1.78268,4.38539,15.3163,0.047321,18.59,0 (SUCCESS)
2025-03-08T01:23:00,34840,5445.702,-3899.26,-3376.191,7.17318,1.64627,-0.62632,15.1906,0.010028,88.16,0 (SUCCESS)
2025-02-18T21:02:00,30910,6435.63,3668.563,6095.007,0.81211,4.51083,-2.95821,14.6061,0.037204,25.77,0 (SUCCESS)
2025-03-20T05:07:00,38114,-7470.231,-4137.833,-3009.061,-4.48849,5.0677,3.09548,14.7349,0.021672,49.21,0 (SUCCESS)
2025-01-09T09:15:00,43217,-6675.754,-1620.851,1710.727,-0.86494,-3.86078,-0.77882,14.5909,0.03973,85.37,0 (SUCCESS)
2025-04-26T17:02:00,30910,2610.107,-7008.898,5576.339,-3.40329,5.32234,0.95696,15.7188,0.026935,36.93,0 (SUCCESS)
2025-02-11T03:19:00,33549,-3474.089,-21.345,-1519.048,5.93485,-5.87094,6.33967,15.4079,0.006806,1.14,0 (SUCCESS)
2025-02-09T08:10:00,34840,2259.099,5279.601,613.246,6.69937,-0.42355,1.3431,14.365,0.04364,51.88,0 (SUCCESS)
2025-03-04T18:32:00,34840,-732.72,84.284,-1932.964,4.4048,4.98681,5.45048,15.6741,0.041301,54.52,0 (SUCCESS)
2025-01-20T09:31:00,40231,4656.148,1409.742,-518.669,0.46556,3.65968,4.26224,14.5375,0.012381,34.25,0 (SUCCESS)
2025-04-10T23:30:00,44864,-2268.251,-390.242,2191.361,-4.25561,1.13286,0.63512,15.5644,0.002293,56.04,0 (SUCCESS)
2025-04-05T05:43:00,30207,1661.731,1940.861,6974.074,3.16462,3.15456,-7.34432,15.714,0.011875,82.52,0 (SUCCESS)
2025-03-13T00:14:00,37346,-2032.99,2745.929,1115.274,-6.95803,4.47968,-1.28765,14.3348,0.031395,18.34,0 (SUCCESS)
2025-03-14T18:08:00,25021,937.394,3381.028,-6337.819,-4.29518,4.40156,1.09047,14.3052,0.011007,91.54,0 (SUCCESS)
2025-04-24T04:14:00,40231,-3763.653,6853.958,4514.049,-2.22671,-6.05745,1.64273,14.0528,0.032394,31.04,0 (SUCCESS)
2025-02-02T21:43:00,27187,-4136.041,-980.131,-5560.42,-0.93392,5.34258,6.53044,15.9068,0.007114,18.81,0 (SUCCESS)
2025-04-02T14:19:00,33549,3943.195,2000.004,-5992.543,5.24735,5.75731,5.77953,14.9649,0.014239,0.41,0 (SUCCESS)
2025-01-10T17:43:00,25021,6174.657,-6590.385,6183.497,3.0948,-3.82704,-3.2502,15.4373,0.011805,16.53,0 (SUCCESS)
2025-01-09T09:28:00,34840,4358.129,-402.945,-6582.595,-2.99828,6.80853,-5.18516,14.5319,0.035083,21.8,0 (SUCCESS)
2025-03-11T21:38:00,27187,-2294.845,3132.861,-2606.681,1.77497,6.54602,-1.42478,15.0314,0.038834,97.61,0 (SUCCESS)
2025-03-12T11:46:00,40231,1938.939,2283.477,4780.091,-1.26249,5.28986,2.54237,15.6656,0.011237,32.21,0 (SUCCESS)
2025-04-23T12:29:00,34840,-6795.98,6721.054,-1306.925,7.49623,-6.23302,-1.39729,14.3013,0.017529,93.99,0 (SUCCESS)
2025-02-28T03:43:00,27573,3240.085,3494.253,3865.676,6.76952,-5.91883,6.7319,15.4779,0.04428,38.54,0 (SUCCESS)
2025-03-17T12:00:00,27573,5140.434,-1698.795,-1237.052,6.43548,-1.31808,6.03487,15.3121,0.00261,58.56,0 (SUCCESS)
2025-04-03T18:58:00,43217,3532.808,-3084.041,-6977.375,0.07293,0.43357,3.00967,14.0947,0.043885,84.77,0 (SUCCESS)
2025-02-01T19:06:00,42818,6019.327,5189.194,5458.915,4.3345,-1.91174,7.19637,15.6085,0.001546,9.0,0 (SUCCESS)
2025-03-03T08:28:00,42818,-5410.189,-1364.439,2843.544,2.11173,-4.58069,3.95649,14.3784,0.030458,57.46,0 (SUCCESS)
2025-03-09T10:24:00,35872,6763.214,-1049.559,444.065,-3.6728,3.93404,1.8741,15.5331,0.024112,0.89,0 (SUCCESS)
2025-01-06T09:21:00,42818,-6047.556,-3465.777,4055.797,-4.18583,5.90505,-6.22945,14.3855,0.039268,16.06,0 (SUCCESS)
2025-02-18T15:02:00,25021,-2237.398,2611.04,-2201.929,6.59578,1.17321,-5.56278,15.4728,0.049515,42.73,0 (SUCCESS)
2025-03-18T09:41:00,44864,4053.275,-4335.725,5423.315,-6.53102,-2.03477,0.59119,15.0726,0.039969,0.45,0 (SUCCESS)
2025-03-14T21:50:00,42818,5041.508,3466.62,4533.178,-4.8102,3.4394,6.89641,14.6128,0.04529,80.01,0 (SUCCESS)
2025-04-08T16:14:00,27573,-3558.268,-7375.146,-4058.198,-0.22657,-7.28662,3.8384,14.9636,0.005732,74.91,0 (SUCCESS)
2025-01-18T21:23:00,37346,4789.56,-7390.059,597.291,-2.27872,-3.53495,6.11218,14.6792,0.04397,84.06,0 (SUCCESS)
2025-01-08T22:35:00,30207,-6441.797,2598.829,-7471.567,-1.07484,-5.62066,6.62584,15.8076,0.033458,32.17,0 (SUCCESS)
2025-03-02T23:04:00,35872,-2361.492,1720.383,-2897.985,2.31559,1.29488,-2.07466,15.5911,0.049491,96.02,0 (SUCCESS)
2025-01-25T23:57:00,41687,-6997.478,-6480.824,-2838.048,-4.04376,-0.38068,-2.76377,14.5739,0.010463,12.86,0 (SUCCESS)
2025-02-28T02:26:00,30207,6161.164,260.394,-6824.502,-5.38833,-6.78324,2.36839,15.819,0.037714,36.02,0 (SUCCESS)
2025-03-12T20:29:00,29152,-2043.696,-2974.256,-3464.012,4.55751,-1.09573,-6.51602,15.6365,0.020669,82.65,0 (SUCCESS)
2025-04-16T11:53:00,30910,6310.02,1649.681,-4791.389,4.92831,0.39461,-2.0567,14.2702,0.016698,78.69,0 (SUCCESS)
2025-04-21T17:35:00,35872,-4426.842,6631.223,-5346.054,5.9355,-6.67542,4.56631,15.1975,0.043153,12.55,0 (SUCCESS)
2025-04-25T06:20:00,35414,-2870.757,4501.864,6452.335,2.14656,-1.89696,4.26526,14.1671,0.002099,85.99,0 (SUCCESS)
2025-04-15T03:34:00,44864,5957.949,-2409.308,1535.033,7.12164,5.29838,-2.67087,15.123,0.034975,70.14,0 (SUCCESS)
2025-01-07T20:37:00,35872,5775.242,2510.182,5606.888,-3.58341,-6.04019,7.4569,14.43,0.021063,24.35,0 (SUCCESS)
2025-03-19T17:13:00,34840,-4697.996,3691.32,-1368.635,-5.72262,-0.63218,4.95314,14.4194,0.048638,45.26,0 (SUCCESS)
2025-04-27T18:31:00,32934,4720.321,-7383.064,-1316.016,4.79299,-5.0766,-4.9844,14.4583,0.01766,23.25,0 (SUCCESS)
2025-01-28T11:21:00,34840,-1595.899,386.208,5399.654,-0.30569,3.77955,4.85381,15.0477,0.008836,20.02,0 (SUCCESS)
2025-04-24T16:04:00,35872,-3576.658,813.919,-3515.919,-6.88919,6.99185,4.66196,14.2547,0.02051,38.83,0 (SUCCESS)
2025-04-24T17:06:00,41687,-6245.256,3066.957,-6833.227,-6.9982,-4.15582,6.23608,15.1911,0.014311,51.06,0 (SUCCESS)
2025-02-07T00:55:00,27187,903.277,7005.911,-1385.235,5.04777,1.70119,6.98592,15.1109,0.04978,14.83,0 (SUCCESS)
2025-01-18T10:23:00,30910,-5904.285,-5105.871,3546.657,-1.22976,-4.6826,1.12099,15.6037,0.037206,49.19,0 (SUCCESS)
2025-01-20T00:17:00,41687,-6383.109,2843.687,7494.369,-5.00624,-1.63059,-0.6175,15.9892,0.013092,29.73,0 (SUCCESS)
2025-04-04T00:41:00,37346,273.929,6380.121,-2833.482,-0.19181,0.73545,5.36462,15.2577,0.045802,46.98,0 (SUCCESS)
2025-02-17T11:11:00,27573,-872.282,-5939.222,6709.978,4.53684,4.80324,3.8971,14.4505,0.017847,20.05,0 (SUCCESS)
2025-04-24T23:32:00,38796,7247.901,-668.396,-85.811,-1.56531,-3.42124,-0.98859,14.3524,0.042873,5.2,0 (SUCCESS)
2025-03-15T20:05:00,38114,-7386.954,-6977.15,-987.513,-6.49784,-4.57302,6.66251,14.4123,0.005879,45.11,0 (SUCCESS)
2025-01-17T08:06:00,37346,-1675.424,1569.891,-7257.133,-6.08105,5.61917,0.92028,14.5961,0.009691,25.37,0 (SUCCESS)
2025-01-13T07:55:00,43217,4498.274,2032.668,1978.674,0.41618,4.6807,2.05742,15.6294,0.012753,97.29,0 (SUCCESS)
2025-01-05T03:53:00,32934,2382.323,6235.011,-2357.803,-6.78618,7.10584,3.1886,14.0477,0.039359,20.79,0 (SUCCESS)
2025-02-10T22:57:00,35872,4343.717,2745.103,2859.398,1.85751,1.6533,2.27558,14.1913,0.048785,27.94,0 (SUCCESS)
2025-02-26T02:50:00,38796,1730.985,656.354,-6480.85,5.68442,-6.99557,-7.27446,14.4595,0.004923,16.05,0 (SUCCESS)
2025-04-22T03:28:00,38114,6230.359,388.874,-4439.49,-0.15504,3.97137,-6.72625,14.9378,0.021875,63.26,0 (SUCCESS)
2025-04-21T18:51:00,29152,6967.367,-349.802,787.891,-3.13654,-0.8686,3.3165,14.605,0.010604,14.96,0 (SUCCESS)
2025-01-16T16:15:00,31019,1204.762,-5077.343,-865.365,3.01383,-0.92443,3.45641,15.8333,0.032984,73.52,0 (SUCCESS)
2025-04-03T04:09:00,30910,1487.598,-764.874,192.449,-0.72256,2.65251,-6.02758,14.4129,0.025497,72.5,0 (SUCCESS)
2025-03-07T07:11:00,35872,-3671.015,-2272.111,-1759.926,-6.79237,6.56082,-3.91663,14.0503,0.026777,61.37,0 (SUCCESS)
2025-04-04T07:30:00,38114,6013.988,1630.029,-278.624,-3.00558,4.39317,-2.21848,14.6906,0.022934,7.1,0 (SUCCESS)
2025-01-22T21:35:00,27573,2793.4,-3403.158,981.231,-0.5436,-3.57708,-3.89206,15.1529,0.015898,39.12,0 (SUCCESS)
2025-03-04T10:26:00,38114,2720.518,-1306.72,-1651.021,0.25851,-6.66698,-3.1109,14.4813,0.008868,34.85,0 (SUCCESS)
2025-04-02T02:58:00,30207,158.618,65.691,-4651.75,-0.6071,-1.08121,0.92582,15.3579,0.031315,81.7,0 (SUCCESS)
2025-02-24T21:15:00,44864,2372.692,2650.441,7241.448,4.36837,-3.80029,-5.62852,14.5656,0.045202,39.49,0 (SUCCESS)
2025-01-02T08:54:00,44864,-362.632,-816.219,-2916.203,-0.54731,-1.1847,2.32933,14.4154,0.002235,27.79,0 (SUCCESS)
2025-03-09T12:56:00,40231,-4915.492,7127.605,7030.384,-4.75253,-0.04603,-0.2731,15.2134,0.010924,6.16,0 (SUCCESS)
2025-02-16T13:51:00,27187,-5780.991,-6765.888,1590.862,-2.12875,-2.31954,6.59973,15.8643,0.04246,57.59,0 (SUCCESS)
2025-04-06T08:19:00,38114,1136.46,-210.666,-5148.439,-5.56744,-3.29523,6.84082,15.3571,0.011358,10.95,0 (SUCCESS)
2025-01-23T01:05:00,42818,3032.072,-4581.909,7162.562,-1.18885,4.49438,-3.58983,14.0245,0.010999,35.4,0 (SUCCESS)
2025-02-12T01:47:00,27187,690.255,-3152.576,1138.013,-4.50459,4.86508,-3.42182,14.024,0.034985,36.4,0 (SUCCESS)
2025-02-04T00:08:00,41687,4546.194,-6670.886,3190.093,6.47264,1.89562,-6.06146,14.4239,0.019421,90.93,0 (SUCCESS)
2025-01-18T19:17:00,41687,5106.541,3118.6,-6811.635,4.91696,0.07751,1.51331,14.6352,0.021463,4.2,0 (SUCCESS)
2025-02-12T11:18:00,27573,1713.782,755.061,743.221,1.91419,-4.35651,4.00527,14.4295,0.006923,96.91,0 (SUCCESS)
2025-04-09T10:16:00,29152,-5546.34,-5899.675,4256.86,6.40369,4.89205,3.44471,14.4051,0.021732,32.33,0 (SUCCESS)
